"filename", "language", "JSON", "JavaScript", "JSON with Comments", "Markdown", "Log", "SCSS", "TypeScript", "CSS", "HTML", "comment", "blank", "total"
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\landing\landing.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\landing\landing.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\landing\landing.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\landing\landing.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\profile\profile.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\profile\profile.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\profile\profile.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\profile\profile.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\rooms\rooms.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\rooms\rooms.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\rooms\rooms.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\home\rooms\rooms.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\interface\response\auth-response-dto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\interface\response\registration-response-dto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\interface\user\login-dto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\interface\user\registration-dto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\modules\authentication\authentication.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\admin\admin.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\admin\admin.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\admin\admin.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\admin\admin.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 18
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\auth\auth.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\auth\auth.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\auth\auth.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\auth\auth.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\consumer\consumer.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\consumer\consumer.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\consumer\consumer.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\consumer\consumer.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\producer\producer.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\producer\producer.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\producer\producer.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\security\guards\producer\producer.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\email-confirmation\email-confirmation.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\email-confirmation\email-confirmation.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 2, 13
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\email-confirmation\email-confirmation.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\email-confirmation\email-confirmation.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 5, 36
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\forbidden\forbidden.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\forbidden\forbidden.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\forbidden\forbidden.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\forbidden\forbidden.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\login\login.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 4, 45
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\login\login.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 3, 58
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\login\login.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\login\login.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 9, 61
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\notfound\notfound.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\notfound\notfound.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 32
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\notfound\notfound.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\notfound\notfound.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\register\register.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 4, 45
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\register\register.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 3, 78
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\register\register.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\shared\register\register.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 11, 70
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\hotels\hotels.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\hotels\hotels.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\hotels\hotels.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\hotels\hotels.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\rooms\rooms.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\rooms\rooms.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\rooms\rooms.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\producer\rooms\rooms.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\shared\profile\profile.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\shared\profile\profile.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\shared\profile\profile.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\user\shared\profile\profile.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\custom-encoder.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\custom-encoder.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 18
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\custom-validators\password-confirmation-validator.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\custom-validators\password-confirmation-validator.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 7, 28
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\error-handler.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\error-handler.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 8, 72
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\paging.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\paging.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 16, 92
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\renderer\button-cell.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\app\util\renderer\button-cell.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 28, 0, 0, 3, 8, 39
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 11, 3, 17
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 2, 19
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 13
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\polyfills.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 47, 6, 54
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\styles.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 9551, 0, 31, 1750, 11332
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\styles.scss", "SCSS", 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 3, 8
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\src\test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 4, 5, 27
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\tsconfig.json", "JSON with Comments", 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 1, 33
"c:\Users\Hikmet\Documents\VS\Uyumsoft\Hikovago\HikovagoFrontend\tsconfig.spec.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 19
"Total", "-", 20686, 37, 31, 14, 3, 4, 2807, 9833, 2080, 186, 2643, 38324